ApplicationDate,Description,Documents,Documents_OLD,FinalPermitIssuanceDate,PermitStatus,Published,created_by,id,id_qaqc,modified_by,nsr_per_id,xata,ResearchNotes,DateLastChecked,DeadlinetoBeginConstruction,DraftPermitIssuanceDate,LastDaytoComment,Facility-widePTECO,Facility-widePTECO2e,Facility-widePTEHAPs,Facility-widePTENOx,Facility-widePTEPM25,Facility-widePTESO2,Facility-widePTEVOCs
,This permit authorized construction of the plant.,"[{'id': 'bqpeqfrf0t4kh206vpaucjdjd0', 'name': 'Enterprise South Eddy Cryo Plant FinalPermit5945.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 667690, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/upfdk7ukdd15t41rs22q5u79u4'}]","{'name': None, 'file_name': 'Enterprise South Eddy Cryo Plant FinalPermit5945.pdf', 'url': 'https://api.oilandgaswatch.org/d/f9/a4/f9a45685c4674fc6856aecff92fc2236.1706201185.pdf'}",2014-11-25T00:00:00Z,Final Issued,True,EIP Test Account,1899,1899,Keene Kelderman,NM-5945,"{'createdAt': '2021-05-20T19:18:48.607Z', 'updatedAt': '2024-04-08T17:50:29.639734Z', 'version': 8}",NM-5945 (issued 11/25/2014) --  -- ,,,,,,,,,,,
2020-03-31T00:00:00Z,This permit authorizes construction of a new compressor station.,"[{'id': '0sf66p4fc552p1u7akbrbn4sks', 'name': '2020.04.08_St. Charles_2520-00180-00_Final Permit.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 4482559, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/iqqg2mol5d3lj1ikvp6k3fgm0o'}]","{'name': None, 'file_name': '2020.04.08_St. Charles_2520-00180-00_Final Permit.pdf', 'url': 'https://api.oilandgaswatch.org/d/45/f7/45f75c9b40b340958244fe91106df3b0.1705941258.pdf'}",2020-06-18T00:00:00Z,Final Issued,True,EIP Test Account,1900,1900,Keene Kelderman,2520-00180-00,"{'createdAt': '2021-05-20T19:18:48.607Z', 'updatedAt': '2024-04-08T17:50:29.753148Z', 'version': 8}","2520-00180-00 (issued 6/18/2020) -- Emissions taken from final permit, page 3; Starting date of construction 7/6/20, completion 2/28/21 (permit app, page 10) -- ",,,,,,,,,,,
,"This permit authorizes construction of the Saturn Compressor. It was modified on May 12, 2017 under Permit No. R13-3150A to increase throughputs of natural gas and waste gas, install a methanol tank, and remove certain equipment.","[{'id': 'ju8kh3jtsh2i794qtq3jklmf70', 'name': '2016.2.23_EQT Gathering Saturn Compressor_Transfer of Permit No. 13-3150.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 523406, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/9r03vih9gt0nla3s01v5u6rom8'}, {'id': 'sr2f44cd0p5lhfa9abs7qb5lgs', 'name': '2017.5.12_EQT Gathering Saturn Compressor_Fact Sheet R13-3150A.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 9837214, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/ge839he9kh4oj85he2km48l4t4'}, {'id': 'sgu4id4ol50jrb769qapaeocvo', 'name': '2017.5.12_EQT Gathering Saturn Compressor_Final Permit No. R13-3150A.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 26144078, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/2iai5v4ilt5n17r89gvgj9gvoo'}]","{'name': None, 'file_name': '2017.5.12_EQT Gathering Saturn Compressor_Fact Sheet R13-3150A.pdf', 'url': 'https://api.oilandgaswatch.org/d/2b/4b/2b4bee89751e4c88a16ce08e6df8f30f.1671479234.pdf'}, {'name': None, 'file_name': '2016.2.23_EQT Gathering Saturn Compressor_Transfer of Permit No. 13-3150.pdf', 'url': 'https://api.oilandgaswatch.org/d/ba/d3/bad3d55c6c8548ca8df249204f8bd656.1676477203.pdf'}, {'name': None, 'file_name': '2017.5.12_EQT Gathering Saturn Compressor_Final Permit No. R13-3150A.pdf', 'url': 'https://api.oilandgaswatch.org/d/df/89/df89397ccfa444a5b71b54e9be59529f.1676477235.pdf'}",2014-03-05T00:00:00Z,Final Issued,True,EIP Test Account,1902,1902,Lottie Mitchell,R13-3150,"{'createdAt': '2021-05-20T19:18:48.607Z', 'updatedAt': '2024-04-08T17:50:29.867304Z', 'version': 10}","R13-3150A (issued 5/12/2017), R13-3150B (issued 6/21/2018) -- Emissions are from R13-3150A Fact Sheet. R13-3150 was issued 3/5/2014 and transfered to EQT Gathering Opco, LLC on 2/23/2016. R13-3150B is a Class 1 administrative update; no emissions increases. -- ",,,,,62.08,154601.0,32.69,125.67,8.94,0.71,138.54
2019-03-28T00:00:00Z,Permit authorizing initial construction of a second PDH Unit at Enterprise's Mont Belvieu Complex.,"[{'id': '691ppivdld5tb6kq518gcuoh1g', 'name': '2019.03.28_Enterprise Mont Belvieu - PDH II_Application.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 4325917, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/dalctb4r59147dki3pto40ru68'}, {'id': '6auh9pgdfd4oj0t1uro3rtapj0', 'name': '2019.12.16_Enterprise Mont Belvieu - PDH II_GHGPSDTX193 NAPD.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 733351, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/gqvj75kp3l32t07bl8h56m6pio'}, {'id': 'ep0sppv8l5623192fvoejl69ps', 'name': '2020.1.24_Enterprise Mont Belvieu - PDH II_GHGPSDTX193 Final Permit.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 70349, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/gu9alsb87h0st1qqbfe0rbn0rc'}]","{'name': None, 'file_name': '2019.03.28_Enterprise Mont Belvieu - PDH II_Application.pdf', 'url': 'https://api.oilandgaswatch.org/d/99/46/99463f452ed341a0b72ec719aedd019d.1636064563.pdf'}, {'name': None, 'file_name': '2019.12.16_Enterprise Mont Belvieu - PDH II_GHGPSDTX193 NAPD.pdf', 'url': 'https://api.oilandgaswatch.org/d/e8/41/e84167d57bc8434484756bec748fb5df.1636066519.pdf'}, {'name': None, 'file_name': '2020.1.24_Enterprise Mont Belvieu - PDH II_GHGPSDTX193 Final Permit.pdf', 'url': 'https://api.oilandgaswatch.org/d/54/59/545984e8ba374571938f404a1ed88ac0.1645128524.pdf'}",2020-01-24T00:00:00Z,Final Issued,True,EIP Test Account,1904,1904,Alexandra Shaykevich,"156320, PSDTX1558, and GHGPSDTX193","{'createdAt': '2021-05-20T19:18:48.607Z', 'updatedAt': '2024-04-08T17:50:29.972813Z', 'version': 10}","https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=iwr.pgmdetail&addn_id=920298082019092&re_id=592664812002142&program_code=AIRNSR&lgcy_sys_cd=NSR&program=AIR%20NEW%20SOURCE%20PERMITS&IdType=EPA%20PERMIT

https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=iwr.pgmdetail&addn_id=310293532019092&re_id=592664812002142&program_code=AIRNSR&lgcy_sys_cd=NSR&program=AIR%20NEW%20SOURCE%20PERMITS&IdType=EPA%20PERMIT

https://www2.tceq.texas.gov/airperm/index.cfm?fuseaction=airpermits.project_report&proj_id=299307&addn_num_txt=156320

https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=iwr.pgmdetail&addn_id=242291092019092&re_id=592664812002142&program_code=AIRNSR&lgcy_sys_cd=NSR&program=AIR%20NEW%20SOURCE%20PERMITS&IdType=PERMIT

Facility applied for Mod on 2/28/2022: https://www2.tceq.texas.gov/airperm/index.cfm?fuseaction=airpermits.project_report&proj_id=339491&addn_num_txt=156320

No application docs in TCEQ file room, submitted FOIA",2022-03-03T00:00:00Z,,,,,,,,,,
2012-12-27T00:00:00Z,"Permits authorizing initial construction of a new PDH Unit at Enterprise's Mont Belvieu Complex. These permits have been revised several times, most recently on October 11, 2023 to update flare emissions to include maintenance, start-up, and shut-down emissions and to increase flaring frequency.","[{'id': 'jc9jp7noo14ev1578bord2q7no', 'name': '2014.03.14 Enterprise Products Mont Belvieu PDH Unit PSDTX1336 Final Permit.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 58815690, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/r7lmdr7jmp465fm99gkgatdm2s'}, {'id': 'p18u9q2sfp57j0nmgc5d2lksp8', 'name': '2014.04.16 Enterprise Products Mont Belvieu PDH unit PSD-TX-1336-GHG Final Permit.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 2729305, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/pdljl44a3d37j69aanan7m81t0'}, {'id': '04gq12s6th41tducrnh99bd134', 'name': '2020.11.19_Enterprise Mont Belvieu PDH I_GHGPSDTX33 Voluntary Update_Technical Review.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 78702, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/j6q7d6hgj12jv4s5u3lhgbdsag'}, {'id': '0rbfa924fh6eb4jed1i0h7e8kc', 'name': '2021.4.12_Enterprise Mont Belvieu PDH 1_Permit No. 107523 Technical Review.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 112807, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/bg6img0cml5cd580c4a99kctoo'}, {'id': 'evfarei3q91h70js3j2ref7djg', 'name': 'AIR NSR_xPrimaryID-351446_Permits_Public_20231011_Technical Review_6718402_.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 124848, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/gsohhju96p4hl0lfpvnmt81ql8'}]","{'name': None, 'file_name': '2014.03.14 Enterprise Products Mont Belvieu PDH Unit PSDTX1336 Final Permit.pdf', 'url': 'https://api.oilandgaswatch.org/d/42/57/42576dbd110d43e08b55e2e118fc45b9.1636063897.pdf'}, {'name': None, 'file_name': '2021.4.12_Enterprise Mont Belvieu PDH 1_Permit No. 107523 Technical Review.pdf', 'url': 'https://api.oilandgaswatch.org/d/da/b8/dab89d31df0f4295be2475158c4a27ae.1636063983.pdf'}, {'name': None, 'file_name': '2020.11.19_Enterprise Mont Belvieu PDH I_GHGPSDTX33 Voluntary Update_Technical Review.pdf', 'url': 'https://api.oilandgaswatch.org/d/b3/31/b331d33c64e347ffa18484cf0fd0d1c7.1645125176.pdf'}, {'name': None, 'file_name': '2014.04.16 Enterprise Products Mont Belvieu PDH unit PSD-TX-1336-GHG Final Permit.pdf', 'url': 'https://api.oilandgaswatch.org/d/c7/ac/c7ac64c4cc3640509922c6766533b120.1645125177.pdf'}, {'name': 'Permit Nos. 107523, N174M3, and GHGPSDTX33 - Amendment (issued 10/11/2023)', 'file_name': 'AIR NSR_xPrimaryID-351446_Permits_Public_20231011_Technical Review_6718402_.pdf', 'url': 'https://api.oilandgaswatch.org/d/7d/cf/7dcfee7121f94b0e9edf2e2605bc5b45.1698946311.pdf'}",2014-03-13T00:00:00Z,Final Issued,True,EIP Test Account,1906,1906,Alexandra Shaykevich,"107523, PSDTX1336, and GHGPSDTX33 (PSD-TX-1336-GHG)","{'createdAt': '2021-05-20T19:18:48.607Z', 'updatedAt': '2024-04-08T17:50:30.094009Z', 'version': 12}","https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=iwr.pgmdetail&addn_id=811486362012363&re_id=592664812002142&program_code=AIRNSR&lgcy_sys_cd=NSR&program=AIR%20NEW%20SOURCE%20PERMITS&IdType=EPA%20PERMIT

https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=iwr.pgmdetail&addn_id=928465972012363&re_id=592664812002142&program_code=AIRNSR&lgcy_sys_cd=NSR&program=AIR%20NEW%20SOURCE%20PERMITS&IdType=PERMIT

-- REVISION (11/3/2021) project no. 331393 (application received 7/22/2021) to transfer emissions credits to offset 55 tpy VOCs --> no emissions calcs in technical review; decrease not included in emissions totals
-- AMEND (4/12/2021) to increase emissions from the waste heat boiler stack, establish/revise combustion unit caps (increase in all criteria emissions except SO2) NNSR permit modified due to an increase in VOCs
-- REVISION (12/16/2019) to update flare emissions, fugitives, remove emergency generator, update emissions factors and incorporate a PBR
AMEND	7/15/2020
REVISION	11/27/2017
REVISION	9/22/2017
AMEND	1/11/2019
REVISION	12/30/2014
REVISION	7/30/2014
INITIAL	3/13/2014

https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=iwr.pgmdetail&addn_id=710251412015007&re_id=592664812002142&program_code=AIRNSR&lgcy_sys_cd=NSR&program=AIR%20NEW%20SOURCE%20PERMITS&IdType=EPA%20PERMIT

EPA Permit GHGPSDTX33:
Voluntary updates issued 11/15/2019
-- 11/19/2020 to incorporate modifications in New Source Review (NSR) Permit No.
107523 dated July 15, 2020 to include updated flare (emission point number [EPN] SK25.801) operating scenarios and fugitive (EPNs FUG-PDH and FUG-NGAS) counts. The amendment to Permit No. 107523 (Project No. 301341) did not
trigger PSD review for non-GHG pollutants. The current application also requests corrections of the regeneration air compressor gas turbines’ (Facility Identification Number [FIN] GT26.101A and GT26.101B) emission calculations and stack representations. (increase in GHGs = +10,508)**
-- 3/24/2021 to make minor updates to permit conditions, which would not result in changes to GHG emissions",,,,,,,,,,,
2020-09-11T00:00:00Z,This permit authorizes construction of the compressor station.,"[{'id': 'hiff95kgsd5tt2h2lbsrb8tjec', 'name': '2021.1.7_Enterprise South Boyce Compressor_Final Permit No. 2360-00163-00.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 5021181, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/seookkbasl7515bbs4vqtbb4as'}]","{'name': None, 'file_name': '2021.1.7_Enterprise South Boyce Compressor_Final Permit No. 2360-00163-00.pdf', 'url': 'https://api.oilandgaswatch.org/d/fe/48/fe48d915f3bd45f38478712b5377c6e0.1705942085.pdf'}",2021-01-07T00:00:00Z,Final Issued,True,EIP Test Account,1907,1907,Keene Kelderman,2360-00163-00,"{'createdAt': '2021-05-20T19:18:48.607Z', 'updatedAt': '2024-04-08T17:50:30.229078Z', 'version': 8}","2360-00163-00 (issued 1/7/2021) -- Emissions taken from final permit, page 3. Construction expected to commence 1/2021, completed 8/2021 (app, pg 10). -- ",,,,,,,,,,,
2016-01-08T00:00:00Z,,"[{'id': 'rr86q3cnmd2kn7ta0vt6ptso1s', 'name': '2016.2.26_Robstown Fractionator_Final Permit No. 105349.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 162260, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/c5g0k44klt3rf1elg5fu25qnjk'}, {'id': '4btclpiaa53gbdi4gqhjdd7g2o', 'name': '2016.2.26_Robstown Fractionator_Permit No. 105349 Project File Folder.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 23815303, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/v2o81gnfc94qd8tbhk5nob2luc'}, {'id': 'lt4tka0hll32hchfl0nu4dagu8', 'name': '2016.2.26_Robstown Fractionator_Permit No. 105349 Technical Review.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 455722, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/hi8f5t7kid6l1b02ncjbu0am34'}, {'id': 'o75a4duett7kj4vvnfmeopqvno', 'name': '2018.10.2_Robstown Fractionator_Permit No. 105349 Application_STEERS.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 59319, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/0qqktka3fh3qn2vssbm8fevv98'}, {'id': '8i47d58icl6hn3io58c8b9bui4', 'name': '2018.10.2_Robstown Fractionator_Permit No. 105349 Application.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 9926793, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/pbhn0uetdh0tp3aiiikt7hh9vc'}]","{'name': None, 'file_name': '2018.10.2_Robstown Fractionator_Permit No. 105349 Application_STEERS.pdf', 'url': 'https://api.oilandgaswatch.org/d/e4/17/e41765b8806e484992400828e9360184.1640022207.pdf'}, {'name': None, 'file_name': '2016.2.26_Robstown Fractionator_Final Permit No. 105349.pdf', 'url': 'https://api.oilandgaswatch.org/d/05/fb/05fb0953a61045e4aa9f8bec71e4967f.1640022208.pdf'}, {'name': None, 'file_name': '2016.2.26_Robstown Fractionator_Permit No. 105349 Project File Folder.pdf', 'url': 'https://api.oilandgaswatch.org/d/94/f2/94f2d28275864415a3409e67cff422bb.1640022270.pdf'}, {'name': None, 'file_name': '2018.10.2_Robstown Fractionator_Permit No. 105349 Application.pdf', 'url': 'https://api.oilandgaswatch.org/d/ee/98/ee9807d440804166942801f70d7512cd.1640022254.pdf'}, {'name': None, 'file_name': '2016.2.26_Robstown Fractionator_Permit No. 105349 Technical Review.pdf', 'url': 'https://api.oilandgaswatch.org/d/01/aa/01aa0d21122447219265d876022b121b.1640022208.pdf'}",2016-02-26T00:00:00Z,Final Issued,True,EIP Test Account,1908,1908,Alexandra Shaykevich,105349,"{'createdAt': '2021-05-20T19:18:48.607Z', 'updatedAt': '2024-04-08T17:50:30.369314Z', 'version': 12}","Standard Permit Registration No. 105349 (issued 2/26/2016, revised 10/2/2018) -- https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=iwr.pgmdetail&addn_id=319508352012230&re_id=312508322012230&program_code=AIRNSR&lgcy_sys_cd=NSR&program=AIR%20NEW%20SOURCE%20PERMITS&IdType=REG

Emissions taken from final standard Permit Registration Number 105349 (pg. 2), issued 10/2/2018, which authorized: removing one (1) ethane treater, removing one (1) 5.5-mmBtu/hr hot oil heater, increasing the circulation rate for the existing cooling tower, removing one (1) temporary flare, and updating planned maintenance, startup, and shutdown (MSS) activities. -- ",,,,,,,,,,,
,This permit authorized construction of the facility.,[],,2015-10-06T00:00:00Z,Final Issued,True,EIP Test Account,1909,1909,Keene Kelderman,GP5-63-00999A,"{'createdAt': '2021-05-20T19:18:48.607Z', 'updatedAt': '2024-04-08T17:50:30.482542Z', 'version': 6}","GP5-63-00999A (issued 10/6/2015) -- 5 extensions to the commencement of construction have been issued, most recently on 3/3/2020 -- ",,,,,,,,,,,
2016-07-11T00:00:00Z,"This permit authorizes construction of the compressor. A modification was issued on August 21, 2018 that updated emissions.","[{'id': '9dfkumgsj110d66kckvln2uhug', 'name': '2017.1.8_EQT Gathering Janus Compressor_R13-3269A Fact Sheet and Final Permit.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 2289408, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/s274mlhosl1rjdve0kujr01gfo'}, {'id': 'jljejicv2515f1gfit7a8a61ug', 'name': '2018.8.21_EQT Gathering Janus Compressor_R13-3269B Fact Sheet and Final Permit.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 3096738, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/bv1mfas43h56neajj12u3l6k8g'}]","{'name': None, 'file_name': '2017.1.8_EQT Gathering Janus Compressor_R13-3269A Fact Sheet and Final Permit.pdf', 'url': 'https://api.oilandgaswatch.org/d/a0/2d/a02de3a8fcc543d9ae5094a6966ed65f.1670867795.pdf'}, {'name': None, 'file_name': '2018.8.21_EQT Gathering Janus Compressor_R13-3269B Fact Sheet and Final Permit.pdf', 'url': 'https://api.oilandgaswatch.org/d/08/b9/08b9db405a4848b287536f8a20602f73.1670867845.pdf'}",2017-01-18T00:00:00Z,Final Issued,True,EIP Test Account,1912,1912,Lottie Mitchell,R13-3269A,"{'createdAt': '2021-05-20T19:18:48.607Z', 'updatedAt': '2024-04-08T17:50:30.612506Z', 'version': 9}","R13-3269A (issued 1/8/2017), R13-3269B (issued 8/21/2018), R13-3269 (issued 2/2/2016) -- Emissions are the sum of R13-3269 - R13-3269B. Criteria emission increases taken from Fact Sheets. R13-3269A updated facility wide fugitive, venting, and pigging emissions calculation (VOCs increased by ~19 tpy) (GHGs taken from permit application, submitted 7/5/2016, page 148). R13-3269B was a major mod to update emissions associated w/ blowdowns, pig receivers, glycol dehydration, storage tanks (VOCs increased by ~42 tpy, GHGs by ~1000). GHG emission totals taken from permit application for R13-3269B, submitted 8/7/2017, page 108, total facility post-mod pte. -- ",,,,,59.1,,"22.31, 22.31",127.16,9.19,,156.98
2014-08-26T00:00:00Z,Permit authorizing construction of Plant 4 and Plant 5 at the MarkWest Seneca Gas Plant.,"[{'id': '4frhq6h5qd08j6uvo3u0phg0t0', 'name': '2014.8.26_Seneca Gas Plant - Plants 4 & 5_PTIO Application A0051537.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 1520346, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/ak7artuus55j98e4qbl47fplr0'}, {'id': '608igrnsk14cfcohtafgm77804', 'name': '2015.5.21_Seneca Gas Plant - Plants 4 & 5_PTIO No. P0117545.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 312321, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/ovl7tfhrm95uh4tsoat98lpvpk'}]","{'name': None, 'file_name': '2015.5.21_Seneca Gas Plant - Plants 4 & 5_PTIO No. P0117545.pdf', 'url': 'https://api.oilandgaswatch.org/d/c7/a5/c7a5079fae1240f8b148531d5833940e.1635972479.pdf'}, {'name': None, 'file_name': '2014.8.26_Seneca Gas Plant - Plants 4 & 5_PTIO Application A0051537.pdf', 'url': 'https://api.oilandgaswatch.org/d/42/ad/42ad2bad7c1d4b8c86f77edbbdc12c0b.1635972756.pdf'}",2015-05-21T00:00:00Z,Final Issued,True,EIP Test Account,1914,1914,Alexandra Shaykevich,P0117545,"{'createdAt': '2021-05-20T19:18:48.607Z', 'updatedAt': '2024-04-08T17:50:30.727007Z', 'version': 9}",Application Number(s): A0051537,,,,,,,,,,,
2019-12-28T00:00:00Z,"This permit, which was originally issued to Equinor Pipelines LLC, authorized construction of the Trenton Central RVP Station. Grayson Mill Operating LLC acquired Equinor's upstream and midstream assets in North Dakota in early 2021. The North Dakota Department of Environmental Quality issued an 18-month extension on October 28, 2021, giving the company until May 4, 2023 to begin construction on the facility.","[{'id': '63484tk3rp6b70qlrrudchge38', 'name': '2020.2.27_Equinor Trenton RVP_Permit to Construct_Revised Application.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 618017, 'version': 2, 'url': 'https://us-east-1.storage.xata.sh/hqcb8uo38h52n26igd9pqie04c'}, {'id': '1p69i96o0545nbvf15d9rpj7kg', 'name': '2020.5.4_Equinor Trenton RVP_Final Permit No. PTC20016.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 414487, 'version': 2, 'url': 'https://us-east-1.storage.xata.sh/2mds5hrg81591ahf9n3ihb4rg4'}, {'id': 'c2r5k57oq14q38p188f3c9ph78', 'name': '2021.10.28_Trenton RVP_PTC20016 Extension.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 68558, 'version': 2, 'url': 'https://us-east-1.storage.xata.sh/v7fb89eenl0u3bct02kk7uv98c'}, {'id': 'dnj9bh34cl2bj07fhcfgffloeg', 'name': '2024.10.31_Status update from ND DEQ re Trenton Central RVP Station.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 600, 'uploadUrlTimeout': 86400, 'size': 98172, 'version': 0, 'url': 'https://us-east-1.storage.xata.sh/m70jvt0q8vom54gh36penfnid9ji0seo'}]","{'name': None, 'file_name': '2021.10.28_Trenton RVP_PTC20016 Extension.pdf', 'url': 'https://api.oilandgaswatch.org/d/f5/5a/f55a618d3855437ca10623dc4dab59b0.1649335241.pdf'}, {'name': None, 'file_name': '2020.5.4_Equinor Trenton RVP_Final Permit No. PTC20016.pdf', 'url': 'https://api.oilandgaswatch.org/d/3e/23/3e23e86cfa054f178fa9d7d8f8eb6c7d.1649335424.pdf'}, {'name': None, 'file_name': '2020.2.27_Equinor Trenton RVP_Permit to Construct_Revised Application.pdf', 'url': 'https://api.oilandgaswatch.org/d/b0/98/b098d247e30044cc95a0a3f7331a221c.1649335424.pdf'}",2020-05-04T00:00:00Z,Expired,True,EIP Test Account,1915,1915,Alexandra Shaykevich,PTC20016,"{'createdAt': '2021-05-20T19:18:48.607Z', 'updatedAt': '2024-10-31T21:39:02.679804Z', 'version': 11}","10/32/24 GB: Permit listed as terminated in ND DEQ's CERIS database

https://www.ogj.com/general-interest/article/14197248/grayson-mill-to-acquire-bakken-assets-from-equinor

AS 6/7/23 - no extension request in ND file room
https://ceris.deq.nd.gov/ext/nsite/site/-43885371970324318/documents",2024-10-31T21:39:00.845Z,2023-05-04T00:00:00Z,,,,,,,,,
